,date,person,msg,processed_msg
13,2024-02-19,Geoff Smith,"Henry is correct, industries make things people want to buy. If they don’t, they go out of business (unless propped up by politicians using taxpayer funds). Some people think they want to give up hydrocarbons because they don’t know the facts (often being deceived). Here are some energy facts that no one who is sensible can afford to ignore https://open.substack.com/pub/energysecurityfreedom/p/facing-the-hard-truths-of-energy ?","henry correct , industry make thing people want buy . ’ , go business ( unless propped politician using taxpayer fund ) . people think want give hydrocarbon ’ know fact ( often deceived ) . energy fact one sensible afford ignore http : //open.substack.com/pub/energysecurityfreedom/p/facing-the-hard-truths-of-energy ?"
14,2024-02-19,Henry,"“They continue to pump hydrocarbons for industry not for us”- peak conspiracy theorist. 

Same left wing ideas for hating rich people. You are not so different. 

Who are the industries making pots and pans for ???????",“ continue pump hydrocarbon industry u ” - peak conspiracy theorist . left wing idea hating rich people . different . industry making pot pan ? ? ? ? ? ? ?
15,2024-02-19,Henry,"Net zero is going to fail. It is not going to work. 

The question is just HOW it is going to fail. What is the damage to whom, and how much. 

You give more power to your conspiracy porn than that of reality.","net zero going fail . going work . question going fail . damage , much . give power conspiracy porn reality ."
16,2024-02-19,Henry,"Let me tell you the difference. 

“ Club of Rome wrote a book. The book was influential and popular. We retrace all of the predictions and policy recommendations, all of them 180 degrees wrong” 
- reasonably grounded, if not academically 

“Club of Rome is THEY! industry is THEY! THEY have agenda. Industry is THEY! Watch this rabbit hole video. THEY want to control resource and us. Profits bad. Rich people bad. Watch out!!!!!!!!!!!!!! Globalist !!!!!” 
- conspiracy theories","let tell difference . “ club rome wrote book . book influential popular . retrace prediction policy recommendation , 180 degree wrong ” - reasonably grounded , academically “ club rome ! industry ! agenda . industry ! watch rabbit hole video . want control resource u . profit bad . rich people bad . watch ! ! ! ! ! ! ! ! ! ! ! ! ! ! globalist ! ! ! ! ! ” - conspiracy theory"
17,2024-02-19,TChimpo,"You really don't understand what I am saying. Not sure how else to explain it.

Regardless of what stupid climate policies they make, they will NOT STOP  pumping hydrocarbons.  They WILL CONTINUE TO PUMP HYDROCABONS  FOR USE WITH INDUSTRIES.   

YOU WILL HAVE ACCESS TO EVERY PRODUCT YOUR HEART DESIRES.

You seem to think that once net zero policy is implemented they will end industry.  Net Zero is about getting us in 15 min cities.  These globalist still need to make money.

You think that once the global commons is implemented via natural asset companies that they are going take care the land and protect it.  They are going to plunder it.

There is no fear mongering here.  These globalist are all about profits and control of resources.  Why do you think we have wars?  It's not this culture against that culture, it's always about control of resources.","really n't understand saying . sure else explain . regardless stupid climate policy make , stop pumping hydrocarbon . continue pump hydrocabons use industry . access every product heart desire . seem think net zero policy implemented end industry . net zero getting u 15 min city . globalist still need make money . think global common implemented via natural asset company going take care land protect . going plunder . fear mongering . globalist profit control resource . think war ? 's culture culture , 's always control resource ."
18,2024-02-19,TChimpo,I know I was making a point.  Your conspiracy theories are ok but somehow tragedy and hope is conspiracy and everything I say is conspiracy theory.,know making point . conspiracy theory ok somehow tragedy hope conspiracy everything say conspiracy theory .
19,2024-02-19,Henry,"Club of Rome wrote a book called “Limits to growth”, they are Malthusians and they want to cut human populations. 

We can go back to the book and examine how wrong their predictions and policies were.","club rome wrote book called “ limit growth ” , malthusian want cut human population . go back book examine wrong prediction policy ."
20,2024-02-19,Henry,"If you enjoy fear mongering, then what makes you so different from climate alarmists? 

Only the object of fear differs “nature and climate” vs “ global power elite cabal”","enjoy fear mongering , make different climate alarmist ? object fear differs “ nature climate ” v “ global power elite cabal ”"
21,2024-02-19,Henry,"The industry is not our enemy. We need industry to produce goods and services, using cheap energy. 

Please tell me, what do you want you listens to feel after listening to you. 

What do you want your listeners to do.","industry enemy . need industry produce good service , using cheap energy . please tell , want listens feel listening . want listener ."
22,2024-02-19,TChimpo,That interview was eye opening.  While we all knew it was happening I had no idea how deep it went,interview eye opening . knew happening idea deep went
23,2024-02-19,TChimpo,"My point is simple.  Climate alarmism is an agenda against people and co2 is their weapon.  However, the thought that they will stop pumping hydrocarbons and stop producing their goods from hydrocarbons is fantasy.  Industry will have all the hydrocarbons they need.

So the premise of the diagram is true but not reality.","point simple . climate alarmism agenda people co2 weapon . however , thought stop pumping hydrocarbon stop producing good hydrocarbon fantasy . industry hydrocarbon need . premise diagram true reality ."
24,2024-02-19,TChimpo,Club of Rome.  That's conspiracy theory....,club rome . 's conspiracy theory ....
25,2024-02-19,Geoff Smith,"Conspiracies are hard to document, in large part because the conspirators try to remain hidden. But here’s an outline of a series of conspiratorial actions explained by an insider expert https://tftc.io/modern-censorship-in-the-us-mike-benz/ . Listen to the full interview.","conspiracy hard document , large part conspirator try remain hidden . ’ outline series conspiratorial action explained insider expert http : //tftc.io/modern-censorship-in-the-us-mike-benz/ . listen full interview ."
26,2024-02-19,Geoff Smith,"Henry’s point that energy is vital for modern civilization is completely correct, supported by massive science. Public officials ignore this at their peril, and the peril of the populations they purportedly serve.","henry ’ point energy vital modern civilization completely correct , supported massive science . public official ignore peril , peril population purportedly serve ."
27,2024-02-19,Geoff Smith,"Henry, I’m sure you’re very busy, but reading Quigley’s Tragedy and Hope can be eye opening. Can lend you a copy.","henry , ’ sure ’ busy , reading quigley ’ tragedy hope eye opening . lend copy ."
28,2024-02-19,Geoff Smith,"Not sure the squabbling is productive. Henry presented a straightforward diagram showing that petroleum derivatives are used for many more uses than fuels. Absolutely true, of course. What may happen if fuel use is restricted is a matter of speculation, some well informed/reasoned, some not.","sure squabbling productive . henry presented straightforward diagram showing petroleum derivative used many us fuel . absolutely true , course . may happen fuel use restricted matter speculation , well informed/reasoned , ."
29,2024-02-19,Henry,"It is incompetence, not evil.","incompetence , evil ."
30,2024-02-19,Henry,Bad ideology drives the movement. Along with broken media system and broken science communities.,bad ideology drive movement . along broken medium system broken science community .
31,2024-02-19,Henry,"History of environmentalism sprouted from popular thoughts leaders including Rachel Carson, Paul Erhlich, Club of Rome, Serria club, and Green peace.","history environmentalism sprouted popular thought leader including rachel carson , paul erhlich , club rome , serria club , green peace ."
32,2024-02-19,TChimpo,Quick question?  What are the origins of climate alarmism?,quick question ? origin climate alarmism ?
33,2024-02-19,TChimpo,"Ignorance is bliss.  So this guy is a conspiracy theorist

https://en.wikipedia.org/wiki/Carroll_Quigley ",ignorance bliss . guy conspiracy theorist http : //en.wikipedia.org/wiki/carroll_quigley
34,2024-02-19,Henry,"If you enjoy fear mongering, then what makes you so different from climate alarmists? 

Only the object of fear differs “nature and climate” vs “ global power elite cabal”","enjoy fear mongering , make different climate alarmist ? object fear differs “ nature climate ” v “ global power elite cabal ”"
35,2024-02-19,Henry,"It is not the matter of style. It is that you cannot see that you are pushing people away. 

I have to research all those names to even verify what you are saying. In which I can’t do much about, except sounding kooky. 

Do think someone is closer to believe you or a step further from believing you? 

Do you like to live in a world where there are powerful evil people conspiring against you ? Do you think a normal person would like that ?","matter style . see pushing people away . research name even verify saying . ’ much , except sounding kooky . think someone closer believe step believing ? like live world powerful evil people conspiring ? think normal person would like ?"
36,2024-02-19,Henry,"You want laymen to go down your rabbit hole to believe you ?

Can you please think it thru again ?",want layman go rabbit hole believe ? please think thru ?
37,2024-02-19,TChimpo,"I suggest you start here.  Take note of the names and organizations starting from the 1850s onwards and go research them.

https://m.youtube.com/watch?v=hZ8lvKYB_4A&list=PLu5tKfQq0iybY2hiWze543ew_zqVo8il0&index=1&pp=iAQB ",suggest start . take note name organization starting 1850s onwards go research . http : //m.youtube.com/watch ? v=hz8lvkyb_4a & list=plu5tkfqq0iyby2hiwze543ew_zqvo8il0 & index=1 & pp=iaqb
38,2024-02-19,Henry,"This guy 

https://mothership.sg/2023/09/henry-chew-climate-change-denier/ ",guy http : //mothership.sg/2023/09/henry-chew-climate-change-denier/
39,2024-02-19,TChimpo,Oh you are that guy....  😬,oh guy .... 😬
40,2024-02-19,Henry,Do you want people to believe you or not ?,want people believe ?
41,2024-02-19,Henry,"a poem to connect the dots ? 

Do you understand the meaning of kookiness and cringe ?",poem connect dot ? understand meaning kookiness cringe ?
42,2024-02-19,TChimpo,Someone clearly has not paid attention to the history books,someone clearly paid attention history book
43,2024-02-19,Henry,"https://youtube.com/@fearlesswingchun?si=6TJqU3rQldHRKzmN 

My face is here",http : //youtube.com/ @ fearlesswingchun ? si=6tjqu3rqldhrkzmn face
44,2024-02-19,TChimpo,You are the one complaining that I am hiding behind an anonymous account.  I assume you are better than that.,one complaining hiding behind anonymous account . assume better .
45,2024-02-19,Henry,Conspiracies theorists and Gaia worshipping environmentalists are 2 sides of the same kookiness coin.,conspiracy theorist gaia worshipping environmentalist 2 side kookiness coin .
46,2024-02-19,Henry,"You send me your LinkedIn first, we exchange. 

I am happy to meet up too.","send linkedin first , exchange . happy meet ."
47,2024-02-19,Henry,"This is a very poor video. 

This is the pinnacle of how ignorant about perception conspiracy theorists are. 

You wasted my time.",poor video . pinnacle ignorant perception conspiracy theorist . wasted time .
48,2024-02-19,TNanomaly EndTN,Travellers flying out of Singapore will pay higher air fares from 2026 due to a levy imposed to support the use of sustainable jet fuel. https://str.sg/MemJ ,traveller flying singapore pay higher air fare 2026 due levy imposed support use sustainable jet fuel . http : //str.sg/memj
49,2024-02-19,TNanomaly EndTN,The climate change hoax,climate change hoax
50,2024-02-18,TChimpo,"More on ""they""

https://twitter.com/efenigson/status/1690403774861336577?t=tgKYeFwTGCvLNXsEsrNkNg&s=19 ",`` '' http : //twitter.com/efenigson/status/1690403774861336577 ? t=tgkyefwtgcvlnxsesrnkng & s=19
51,2024-02-18,TChimpo,You could have just asked for a clarification.  Would have answered,could asked clarification . would answered
52,2024-02-18,TChimpo,Send me you linkedin,send linkedin
53,2024-02-18,TChimpo,"To address the ""who is they"". You can find the answer here

https://m.youtube.com/watch?v=W18_g4ibWAU&pp=ygUQV2hvIGlzIFRoZXkgcG9lbQ%3D%3D 

This is how I see it.  There is a facade that if they remove ICE vehicles and convert residential energy to renewables that we will stop pumping fossil fuels.  This is a farce.  They will continue to pump just as much fossil fuels to continue running their industrial processes and pump out their product as listed in the diagram.  That won't change, ""they"" (i.e. the corporations do exert significant control on what happens in an economy and their greed knows no bound. 

So in a nutshell, what will happen in the future is they will say the general population can only use renewable and since industry is so critical to the well being of society that hydrocarbons are reserved for industry.

Now let's transition to economics.  If a huge segment of hydrocarbons demand is reduced then supply increases and prices goes down.  Industry gets a price discount while keeping pricing the same.  Expanded production ensues.  All this resulting in increased profits.  This may not be fully coordinated but it is the end result.  Assuming ""they"" get their way.

That diagram makes the incorrect assumption that ""they"" will end hydrocarbons.  That is fantasy, it will continue to pump, to the benefit of themselves and will translate into nothing to us, we will still have everything we have now.

What I am fighting for is having a rational energy policy that does not leave the general population at a disadvantage, and that includes hydrocarbons, nuclear and renewable if they make sense.

Not sure what's so hard about that.  Just wasted 10 minutes explaining something that could be said in a few sentences, if one would sit and think about it.  Instead get hurled insults.  🤣. Chill bro.","address `` '' . find answer http : //m.youtube.com/watch ? v=w18_g4ibwau & pp=yguqv2hviglzifrozxkgcg9lbq % 3d % 3d see . facade remove ice vehicle convert residential energy renewables stop pumping fossil fuel . farce . continue pump much fossil fuel continue running industrial process pump product listed diagram . wo n't change , `` '' ( i.e . corporation exert significant control happens economy greed know bound . nutshell , happen future say general population use renewable since industry critical well society hydrocarbon reserved industry . let 's transition economics . huge segment hydrocarbon demand reduced supply increase price go . industry get price discount keeping pricing . expanded production ensues . resulting increased profit . may fully coordinated end result . assuming `` '' get way . diagram make incorrect assumption `` '' end hydrocarbon . fantasy , continue pump , benefit translate nothing u , still everything . fighting rational energy policy leave general population disadvantage , includes hydrocarbon , nuclear renewable make sense . sure 's hard . wasted 10 minute explaining something could said sentence , one would sit think . instead get hurled insult . 🤣 . chill bro ."
54,2024-02-18,Henry,"oh, you are a key board warrior? You can say anything you want behind an alias? 

All of your dumbest theories is liberated behind the cowardice of an alias?","oh , key board warrior ? say anything want behind alias ? dumbest theory liberated behind cowardice alias ?"
55,2024-02-18,Henry,"Address the my main grips 

1. on leaning to conspiracy theories AND 
2. poor quality of argument
3. And the perception of making those arguments.",address main grip 1. leaning conspiracy theory 2. poor quality argument 3. perception making argument .
56,2024-02-18,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,@Joe_exotic_had_a_farm  kindly watch your language.,@ joe_exotic_had_a_farm kindly watch language .
57,2024-02-18,Henry,"these are the good arguments you can have against climate alarmists and environmentalists. 

Please consider the quality of arguments. 

https://linktr.ee/SGEnergyHumanist ",good argument climate alarmist environmentalist . please consider quality argument . http : //linktr.ee/sgenergyhumanist
58,2024-02-18,Henry,Conspiracy theorists fuck off from my crusade against environmentalists.,conspiracy theorist fuck crusade environmentalist .
59,2024-02-18,Henry,"I am fighting environmentalists, they were wrong on their climate catastrophic predictions since the first earth day. 

They are Still wrong today with their climate catastrophe. 

All of their recommendations translate to immediate human suffering now. They hate humans, environment is an excuse for them to hate humans. 

I can do very well without conspiracy theorists saying “industry” is the enemy. “Industry” is conspiracy against us. 

The point of Fossil Fuel is to give rise to a flourishing industry producing an abundance of goods and services making humans lives long and better.","fighting environmentalist , wrong climate catastrophic prediction since first earth day . still wrong today climate catastrophe . recommendation translate immediate human suffering . hate human , environment excuse hate human . well without conspiracy theorist saying “ industry ” enemy . “ industry ” conspiracy u . point fossil fuel give rise flourishing industry producing abundance good service making human life long better ."
60,2024-02-18,Henry,"Please substantiate your accusations. 

Who is “they”? 
“Every” industry? who is considered an industry? 

How well coordinated are their conspiracy? How cooperative are the “industry “? 

You sound terrible, certainly not someone to be respected for wisdom and advice, when you paint a vague “us vs them” “they are coming to get you good” narrative. 

A simple “fossil fuel is essential for modern living” is expedient enough to make a good argument. But you need to add your kookyness. 

Environmentalists are supposed to be the kooky ones with catastrophic predictions of “nature is going to get you good” 

You do not balance it with “industry and corporate is going to get you good” 

Please strategise your communication.","please substantiate accusation . “ ” ? “ every ” industry ? considered industry ? well coordinated conspiracy ? cooperative “ industry “ ? sound terrible , certainly someone respected wisdom advice , paint vague “ u v ” “ coming get good ” narrative . simple “ fossil fuel essential modern living ” expedient enough make good argument . need add kookyness . environmentalist supposed kooky one catastrophic prediction “ nature going get good ” balance “ industry corporate going get good ” please strategise communication ."
61,2024-02-18,TChimpo,This diagram is mistaken.  They will ban fossil fuels for vehicles and residential energy and the excess will sold on the cheap to every industry listed thereby increasing corporate profits.,diagram mistaken . ban fossil fuel vehicle residential energy excess sold cheap every industry listed thereby increasing corporate profit .
62,2024-02-18,TNanomaly EndTN,"To Save Co2 = To Save Life  

🍃 🌳 🌱",save co2 = save life 🍃 🌳 🌱
63,2024-02-18,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,"Interesting consideration when considering about how the earth's climate can be affected. 

https://youtu.be/1lPJ5SX5p08?si=stXIysMFkcFY-cMd ",interesting consideration considering earth 's climate affected . http : //youtu.be/1lpj5sx5p08 ? si=stxiysmfkcfy-cmd
64,2024-02-18,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://www.thestar.com/opinion/contributors/how-ontario-can-transform-nuclear-waste-into-5-000-years-of-noncarbon-energy/article_4ff82164-b0cd-11ee-86c2-cb3b9a920358.html ,http : //www.thestar.com/opinion/contributors/how-ontario-can-transform-nuclear-waste-into-5-000-years-of-noncarbon-energy/article_4ff82164-b0cd-11ee-86c2-cb3b9a920358.html
65,2024-02-18,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,,
66,2024-02-17,TNanomaly EndTN,"Proof climate change is a scam


Subscribe:  NESARA GESARA-SECRETS  ✅ Private ",proof climate change scam subscribe : nesara gesara-secrets ✅ private
67,2024-02-17,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,"🎉🎉🎉

https://www.reuters.com/sustainability/sustainable-finance-reporting/jpmorgan-fund-arm-quits-climate-action-100-investor-group-2024-02-15/ ",🎉🎉🎉 http : //www.reuters.com/sustainability/sustainable-finance-reporting/jpmorgan-fund-arm-quits-climate-action-100-investor-group-2024-02-15/
68,2024-02-16,Geoff Smith,"A coalition of 1,609 scientists from around the world have signed a declaration stating “there is no climate emergency”  and that they “strongly oppose the harmful and unrealistic net-zero CO2 policy” being pushed across the globe. Of the 1,609 scientists who have signed the declaration, two signatories are Nobel Prize laureates. The most recent to sign is Nobel Prize winner Dr. John F. Clauser,  winner of the 2022 Nobel Prize in Physics . 

https://justthenews.com/politics-policy/environment/more-1600-scientists-including-nobel-laureates-declare-climate-crisis ","coalition 1,609 scientist around world signed declaration stating “ climate emergency ” “ strongly oppose harmful unrealistic net-zero co2 policy ” pushed across globe . 1,609 scientist signed declaration , two signatory nobel prize laureate . recent sign nobel prize winner dr. john f. clauser , winner 2022 nobel prize physic . http : //justthenews.com/politics-policy/environment/more-1600-scientists-including-nobel-laureates-declare-climate-crisis"
69,2024-02-15,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://www.dailymail.co.uk/news/article-13083119/Meta-Amazon-Google-shed-staff-ESG-backlash-woke-capitalism.html ,http : //www.dailymail.co.uk/news/article-13083119/meta-amazon-google-shed-staff-esg-backlash-woke-capitalism.html
70,2024-02-15,TNanomaly EndTN,"This is how you debate the climate change cult 

Our Platforms: 
projectmatilda.com  | news.projectmatilda.com 

Telegram: 
@projectmatilda  | @projectmatilda_news 

Twitter: 
twitter.com/pmatilda_news ",debate climate change cult platform : projectmatilda.com | news.projectmatilda.com telegram : @ projectmatilda | @ projectmatilda_news twitter : twitter.com/pmatilda_news
71,2024-02-15,TNanomaly EndTN,"https://youtu.be/HZ8Hsv9u6g0?si=8y52XOSII7sLE3uM 

Farmers are the backbone for the wellbeing, health and existence of nations throughout the world.
The WEF and lying politicians like the Evil Ursula Von der lein are blaming the small farmers and the fertilizers they use as the major cause of climate, not the jets that the WEF rides in. What climate change are they talking about? Chemical industries are the biggest polluters of the quality of air.

The WEF wants to bankrupt the the farmers so that people like gates and Monsanto will pick up these farms dirt cheap and grow non nutritious gmo food , lab meat and insects as the main supply.

These big corporations and wealthy individuals will control
the entire food supply and they will control the price of food.

We all know what happened during Covid. Only the supermarkets and big chain stores were open. All the small stores were closed.

We saw oil go up to R100 for two litres of cooking oil.

Once the small farmer is destroyed, the majority of the world's population will die of starvation because they won't be able to afford the artificially manufactured food, the few  who can afford it will end up becoming ill through nutritional deficiencies. This will suit the pharmaceutical and supplement industry.

The farmers' protest is a protest for our survival and our rights, they need our full support.
Our government leaders are mere tools of the WEF.

If you think you are going to elect an official that represents you then you living cloud cookooland .
These clowns are in politics to see what they can get out of it for themselves. The most educated and most religious have been corrupted by the WEF. You don't hear about it because the media and news that you follow is all owned by the WEF.
I have stopped listening to local radios, i no longer watch television and read none of our papers but I still know what's going on in the world.
Support alternative independent media to get the truth and get rid of the lying mainstream media.

You have the power to take charge of your life. If we all stand together, the WEF won't stand a chance to colonise the entire world.","http : //youtu.be/hz8hsv9u6g0 ? si=8y52xosii7sle3um farmer backbone wellbeing , health existence nation throughout world . wef lying politician like evil ursula von der lein blaming small farmer fertilizer use major cause climate , jet wef ride . climate change talking ? chemical industry biggest polluter quality air . wef want bankrupt farmer people like gate monsanto pick farm dirt cheap grow non nutritious gmo food , lab meat insect main supply . big corporation wealthy individual control entire food supply control price food . know happened covid . supermarket big chain store open . small store closed . saw oil go r100 two litre cooking oil . small farmer destroyed , majority world 's population die starvation wo n't able afford artificially manufactured food , afford end becoming ill nutritional deficiency . suit pharmaceutical supplement industry . farmer ' protest protest survival right , need full support . government leader mere tool wef . think going elect official represents living cloud cookooland . clown politics see get . educated religious corrupted wef . n't hear medium news follow owned wef . stopped listening local radio , longer watch television read none paper still know 's going world . support alternative independent medium get truth get rid lying mainstream medium . power take charge life . stand together , wef wo n't stand chance colonise entire world ."
72,2024-02-15,TNanomaly EndTN,"🤡👹🤡Oh the rubbish they spout! 

Now we are expected to not only believe in the Climate Change baloney, but that it’s causing inflation 🤨🤣🤣

SHARE ❗️

Subscribe:  EdwardSnowden  Private ","🤡👹🤡oh rubbish spout ! expected believe climate change baloney , ’ causing inflation 🤨🤣🤣 share ❗️ subscribe : edwardsnowden private"
73,2024-02-15,TNanomaly EndTN,,
74,2024-02-15,TNanomaly EndTN,"https://slaynews.com/news/wef-member-reducing-human-population-90-percent-achieve-net-zero/ 

You’ve probably seen the results of deep thought from WEF members.

However, the global climate boiling change lies are catching up with them. Fewer people actually believe this nonsense, which is good.

https://slaynews.com/news/carbon-dioxide-not-causing-climate-crisis-study-warns/ 

👉 https://t.me/DrMikeYeadon ","http : //slaynews.com/news/wef-member-reducing-human-population-90-percent-achieve-net-zero/ ’ probably seen result deep thought wef member . however , global climate boiling change lie catching . fewer people actually believe nonsense , good . http : //slaynews.com/news/carbon-dioxide-not-causing-climate-crisis-study-warns/ 👉 http : //t.me/drmikeyeadon"
75,2024-02-15,TNanomaly EndTN,"https://youtu.be/RWgVvg7bjeI 


I’m sharing so that you hear / see the words of ECB chair, Christine Lagarde and her deputy.
They must think we’re stupid to accept the end of cash on the grounds that paper contributes to climate change.
It’s as if the self appointed elites have withdrawn their business from communications specialists and given the mandate for public commentary to a class of nine year olds.
Actually, that’s way too mature a group.
Best wishes 
Mike

👉 https://t.me/DrMikeYeadon ","http : //youtu.be/rwgvvg7bjei ’ sharing hear / see word ecb chair , christine lagarde deputy . must think ’ stupid accept end cash ground paper contributes climate change . ’ self appointed elite withdrawn business communication specialist given mandate public commentary class nine year old . actually , ’ way mature group . best wish mike 👉 http : //t.me/drmikeyeadon"
76,2024-02-15,TNanomaly EndTN,https://www.gatesnotes.com/Alternative-fats-and-oils?WT.mc_id=20240212100000_Palm-Oil_BG-EM_&WT.tsrc=BGEM ,http : //www.gatesnotes.com/alternative-fats-and-oils ? wt.mc_id=20240212100000_palm-oil_bg-em_ & wt.tsrc=bgem
77,2024-02-15,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,"Green policy backfire

https://www.latimes.com/california/newsletter/2024-02-13/plastic-bag-ban-loopholes-essential-california ",green policy backfire http : //www.latimes.com/california/newsletter/2024-02-13/plastic-bag-ban-loopholes-essential-california
78,2024-02-12,TNanomaly EndTN,He is still not afraid leh,still afraid leh
79,2024-02-12,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://www.thegatewaypundit.com/2024/02/michael-mann-scientist-behind-debunked-global-warming-hockey/ ,http : //www.thegatewaypundit.com/2024/02/michael-mann-scientist-behind-debunked-global-warming-hockey/
80,2024-02-12,Henry,,
81,2024-02-11,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://dailysceptic.org/2024/02/11/sadiq-khans-150m-pay-per-mile-road-charging-scheme-is-straight-out-the-c40-cities-playbook-that-sets-target-for-londoners-of-zero-private-vehicles-by-2030/ ,http : //dailysceptic.org/2024/02/11/sadiq-khans-150m-pay-per-mile-road-charging-scheme-is-straight-out-the-c40-cities-playbook-that-sets-target-for-londoners-of-zero-private-vehicles-by-2030/
82,2024-02-11,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://www.telegraph.co.uk/news/2024/02/09/public-sick-politicians-dishonesty-about-net-zero/ ,http : //www.telegraph.co.uk/news/2024/02/09/public-sick-politicians-dishonesty-about-net-zero/
83,2024-02-10,TNanomaly EndTN,"Canadian government lobbies WHO to include climate change in the definition of a pandemic emergency

According to the Canadian government, the World Health Organisation’s “new instrument” to control populations in the event of an infectious disease outbreak should be expanded so it is an “all-hazards approach""...

https://expose-news.com/2024/01/12/canadian-government-lobbies-who-to-include 

T.me/AgentsOfTruth  
T.me/AgentsOfTruthChat ","canadian government lobby include climate change definition pandemic emergency according canadian government , world health organisation ’ “ new instrument ” control population event infectious disease outbreak expanded “ all-hazards approach '' ... http : //expose-news.com/2024/01/12/canadian-government-lobbies-who-to-include t.me/agentsoftruth t.me/agentsoftruthchat"
84,2024-02-10,SG🇸🇬 The Other Side Of Climate Change 🦃💩🌴⛈🌏,https://dailysceptic.org/2024/02/08/arctic-sea-ice-continues-its-stonking-recovery/ ,http : //dailysceptic.org/2024/02/08/arctic-sea-ice-continues-its-stonking-recovery/
